Variable:,tasmin
,Italy,Abruzzi,Basilicata,Calabria,Campania,Emilia-romagna,"Friuli-venezia Giulia",Lazio,Liguria,Lombardia,Marche,Molise,Piemonte,Puglia,Sardegna,Sicilia,Toscana,"Trentino-alto Adige",Umbria,"Valle D'aosta",Veneto
2006,9.26,9.75,12.19,13.69,13.62,9.22,7.17,13.22,11.33,7.65,8.49,12.22,6.99,11.50,13.40,15.83,11.46,3.01,10.91,2.85,9.84
2007,9.46,9.98,12.38,13.89,13.82,9.42,7.39,13.49,11.47,7.79,8.76,12.41,7.12,11.69,13.58,16.00,11.73,3.21,11.20,3.02,10.10
2008,9.33,9.88,12.28,13.79,13.72,9.30,7.26,13.32,11.41,7.68,8.65,12.33,7.05,11.59,13.40,15.84,11.54,3.05,11.05,2.89,9.91
2009,9.42,10.00,12.41,13.95,13.91,9.35,7.33,13.53,11.52,7.78,8.64,12.52,7.21,11.69,13.54,16.02,11.66,3.08,11.15,3.11,10.00
2010,9.44,10.02,12.40,13.89,13.86,9.38,7.43,13.48,11.35,7.73,8.76,12.48,6.96,11.71,13.57,15.98,11.64,3.16,11.22,2.78,10.17
2011,9.12,9.69,12.15,13.68,13.59,9.02,6.90,13.18,11.19,7.39,8.32,12.21,6.79,11.48,13.38,15.82,11.33,2.77,10.79,2.66,9.56
2012,9.25,9.72,12.17,13.71,13.61,9.24,7.27,13.25,11.33,7.57,8.53,12.19,6.95,11.47,13.43,15.83,11.53,2.94,10.94,2.83,9.95
2013,9.42,9.93,12.37,13.86,13.79,9.39,7.32,13.45,11.51,7.82,8.67,12.40,7.16,11.68,13.53,15.96,11.65,3.15,11.14,3.02,9.99
2014,9.62,10.19,12.57,14.16,14.03,9.55,7.52,13.69,11.71,7.91,8.86,12.65,7.33,11.88,13.77,16.23,11.87,3.30,11.36,3.18,10.20
2015,9.69,10.28,12.69,14.23,14.15,9.53,7.80,13.66,11.58,7.91,8.90,12.80,7.20,12.02,13.79,16.34,11.78,3.41,11.31,3.07,10.45
2016,9.90,10.53,12.73,14.23,14.24,9.90,7.90,13.96,11.98,8.27,9.29,12.90,7.63,12.05,13.95,16.39,12.19,3.66,11.72,3.54,10.52
2017,9.57,10.17,12.45,13.93,13.88,9.53,7.64,13.56,11.61,7.86,8.90,12.56,7.23,11.84,13.58,16.04,11.84,3.31,11.32,3.07,10.32
2018,9.61,10.22,12.64,14.01,14.01,9.56,7.56,13.63,11.61,7.87,8.96,12.61,7.24,12.00,13.67,16.09,11.83,3.27,11.38,3.13,10.22
2019,9.64,10.23,12.59,14.06,14.02,9.54,7.53,13.68,11.69,7.99,8.91,12.64,7.39,11.91,13.70,16.20,11.87,3.40,11.38,3.27,10.16
